Ahal_ID,mRNA,H3K4me1,H3K4me2,H3K4me3,H4ac,H3K36me3,H3K27me3,H2AZ,H3K9me2,H3
g04971,,,,,,,,,,
g04972,,,,,,,35,,,
g04973,,,,,,,,,,
g04974,,,,,,,,,,
g04975,,,,,,,,,,
g04976,,,,,,,,,,
g04977,,,,,,,34,,,
g04978,,,4,,,,,,,
g04979,,,,4,,,,,,
g04980,,,,,,,,,,4
g04981,4,,,,,,,20,,
g04982,,,,,,4,,,,
g04983,,,,,,,,,,
g04984,,,,,,,,,,
g04985,,,,,,,,,,
g04986,,,,,,,,,,
g04987,,,,,,,,,,
g04988,,,,,,,,,,
g04989,,,,,,,,,,
g04990,,,,,,,,6,,
g04991,,,,,,,,,,
g04992,,,,,,,,,,
g04993,,,,,,,,,,
g04994,,,,,,,,,,
g04995,,,,,,,,,,
g04996,,,,,,,,,,
g04997,,,,,,,,,,
g04998,,,,,,,,,,
g04999,,,,,,,,,,
g05000,,,,,,,,,,
g05001,,,,,,,20,,,
g05002,,,,,,,,,,
g05003,,,,,,,,,,
g05004,,,,,,,,,,
g05005,,,,,,,,,,
g05006,,,,,,,,,,
g05007,,,,,21,,,,,4
g05008,,,,,,,,,,
g05009,,,,,,,,,,
g05010,,,,,,,,,,
g05011,,,,,,,,,,
g05012,,,,,,,,,,9
g05013,,,,,,,,,,
g05014,,,,,,,,,,5
g05015,,,,,,,,,,
g05016,,,,,,,,,,
g05017,,,,,,,,,,4
g05018,,,,,,,,,,
g05019,,,,,,,,,,4
g05020,,,,,,,,,,
g05021,,,,,,,130,,,
g05022,,,,,,,59,,,
g05023,,,,,,,,,,
g05024,,,,,,,,,,
g05025,,,,,,,,,,8
g05026,,,,,,,,,,
g05027,,,,,,,,21,,
g05028,,,,,,,,,,4
g05029,,,,,,,,,,
g05030,34,,,5,,20,35,60,,
g05031,,,,,,,,,,
g05032,,,,,,,,23,,
g05033,,5,,,,,35,,,
g05034,,,4,4,43,,137,,,
g05035,,,,,,,,,,
g05036,,,,,,,,,,
g05037,,,,,,,,8,,
g05038,,,,,,34,,,,
g05039,,,,,,,,,,4
g05040,,,,,,,,,,
g05041,,,,,,,69,,,
g05042,,,,,,,,,,
g05043,,,,,,,,5,,4
g05044,,,,,,,,,,
g05045,,,,,,,,,,
g05046,,,,,,,,,,
g05047,,,,,,,,,,5
g05048,,,,,,,,,,
g05049,,,,,,,21,,,
g05050,,,,,,,,,,
g05051,,,,,,,,,,
g05052,,,,,,,,,,
g05053,,,,,,,,,,
g05054,,,,,,,,,,
g05055,,,,,,,,,,
g05056,,,,,,,,5,,9
g05057,,,,,,,,34,,
g05058,,,,,,,,,,22
g05059,,,,,,,,,,4
g05060,,,,,,,,,,
g05061,,,,,,,,,,5
g05062,,99,,,,,148,4,,
g05063,,,,,,,,,,
g05064,,,,,,,,,,
g05065,,,,,,,,,,
g05066,,,,,,,,5,,5
g05067,,4,,,,,,,,
g05068,,,,,,35,,,,
g05069,,,21,,,,,5,,
g05070,,,,,,,37,,,
g05071,,,,,,,,,,
g05072,,,,,,,,,,
g05073,,,,,,,,,,
g05074,,,,,,,,,,
g05075,,,,,,,,,,
g05076,,,,5,,5,,9,,
g05077,,,,,,,,,,
g05078,,,,,,,,,,
g05079,,,,,,,,,,
g05080,,,,,,,,,,
g05081,,,,,,,,,,23
g05082,,,,,,,106,,,
g05083,,,,,,,,,,
g05084,,,,,,,,,,4
g05085,,,,,,,,5,,
g05086,,,,,,,,,,
g05087,,,,,,,,,,
g05088,,,,,,,,,,
g05089,,,,,,,,,,
g05090,,,,,,,,,,
g05091,,,,,,,,,,
g05092,,,4,,,,,,,
g05093,,,,,,,35,,,
g05094,,,,,,,,,,
g05095,,,,,,,,,,
g05096,,,,,,,,,,4
g05097,,,,,72,87,87,4,,
g05098,,,,,,,,,,
g05099,,,,,,,,,,
g05100,,,,,,,,,,
g05101,,,9,,,,,,,
g05102,,,,,,,,,,4
g05103,,,,,,,,,,
g05104,,,,,,,,,,20
g05105,,,,,,,,,,
g05106,,,,,,,,,,
g05107,,,,,,,,,,
g05108,,,5,,,,,,,
g05109,,,,,,,,,,
g05110,,,,,,,,,,
g05111,,,,,,,,,,
g05112,,,,,,,,,,
g05113,,,,,,,,,,
g05114,,,,,,,,,,5
g05115,,,,,,,,,,
g05116,,,,,,,35,,,
g05117,,,,,,,,,,
g05118,,,,,,,,,,8
g05119,,,,,,,,,,
g05120,,,,,,,,,,
g05121,9,,4,,,9,,,,
g05122,,,,,,,,,,
g05123,,,,,,,,,,
g05124,4,,,,,,,4,,
g05125,,,,,,,,,,4
g05126,,,,,,,,,,
g05127,,,,,,,,,,
g05128,,,,,,,,,,
g05129,,,,,,,57,,,
g05130,,,,,,,,,,
g05131,,,,,,,,,,
g05132,,,,,,,,,,
g05133,,,,,,,,,,
g05134,,,,,,,,,,
g05135,,,,,,,,,,
g05136,,,,,,,,,,
g05137,,,,,,,,,,
g05138,,,5,5,,,68,,,5
g05139,,,,,,,,,,
g05140,,,,,35,,5,,,
g05141,,,,,,,,,,
g05142,,,,,,,,,,
g05143,,,,,,,,,,
g05144,,,,,,,,,,
g05145,,,,,,,,,,
g05146,,,,,,,,,,4
g05147,,,,,,,,,,
g05148,,,,,,,,,,
g05149,,,,,,,,,,
g05150,,,,,,,,,,
g05151,,,,,,,,,,
g05152,,,,,,,,,,
g05153,,,,,,,,,,
g05154,,,,,,,,,,5
g05155,,,,,,,,,,
g05156,,,,,,,,,,
g05157,5,,,,,,,9,,
g05158,,,,,,,,,,
g05159,,,,,,,,59,,
g05160,,,,,,,,,,
g05161,,,,,,,,,,
g05162,,,,,,,,,,
g05163,,,,,,,,,,9
g05164,,,,,,,,,,
g05165,,,,,,,,,,
g05166,,,,,,,,,,
g05167,,,,,,,,,,
g05168,,,,,,,,,,
g05169,,,,,,,,,,
g05170,,,,,,,,,,
g05171,,,,,,,,,,
g05172,,,,,,,,,,
g05173,,,,,,,,,,
g05174,,,,,,,,,,4
g05175,,,,,,,,,,
g05176,,,,,,,,,,
g05177,,,,,,,,,,
g05178,,,,,,,,,,
g05179,,,,,,,,,,
g05180,,,,,,,,,,
g05181,,,,,,,,,,
g05182,,,,,,,,,,
g05183,,,,,,,,,,
g05184,,,,,,,,,,
g05185,,,,,,,,,,
g05186,,,,,,,,5,,
g05187,,,,,,,,,,
g05188,,,,,,,,,,
g05189,,,,,,,,,,
g05190,,,,,,,,,,
g05191,,,,,,,,,,
g05192,,,,,,,,,,8
g05193,,,,,20,,,,,
g05194,,,,,,,,,,
g05195,,,,,,,,,,
g05196,,,,,,,,4,,
g05197,,,,,,,,,,
g05198,,,,,,,,,,
g05199,,,,,,,,,,
g05200,,,,,,,,,,
g05201,,,,,,,,,,
g05202,,,,,35,,,,,
g05203,,,4,,,9,,,,
g05204,,,,,,,,,,
g05205,,,,,,,,,,
g05206,,,,,,,,,,5
g05207,,,,,,,,,,
g05208,,,,,,,,,,
g05209,,,,,,,,,,
g05210,,,,,,,,,,
g05211,,,,,,,,,,
g05212,,,,,,,,,,
g05213,,,,,,,,,,4
g05214,,,,,,,,,,
g05215,,,,,,,,,,
g05216,,,,,,,,,,
g05217,,,,,,4,,,,
g05218,,,,,,,,,,
g05219,,,,,,,,4,,
g05220,,,,,,,,,,
g05221,,,,,,23,,,,
g05222,,,4,,,,110,,,
g05223,,,,,,,,5,,
g05224,,,,,,,,,,
g05225,,,,,,,,,,4
g05226,,,,,,,,,,
g05227,,,,,,,,,,
g05228,,,,,,,,,,
g05229,,,,,,,,,,
g05230,,,,,,,,,,
g05231,,,,,,,,,,
g05232,,,,,,,,,,
g05233,,,,,,,,,,
g05234,,,,,,,,,,
g05235,,,,,,,,,,4
g05236,,,,,,,,,,
g05237,,,,,,,,,,
g05238,,,,,,,,,,
g05239,,,,,,,,,,
g05240,,,,,,,,,,
g05241,,,,,,,,,,
g05242,,,,,,,,,,4
g05243,,,,,,,,,,8
g05244,,,,,,,,4,,
g05245,,,,,,,,,,4
g05246,,,,,,,,,,5
g05247,,,,,,,,,,
g05248,,,,,,,,,,
g05249,,,,,,,,,,
g05250,,,,,,,,,,
g05251,,,,,,,,,,
g05252,,,,,,,,,,
g05253,,,,,,,,,,
g05254,,,,,,,,,,
g05255,,,,,,,,,,
g05256,,,,,,,,,,
g05257,,,,,,,,,,8
g05258,,,,,,,,,,
g05259,,,,,,,,,,4
g05260,,,,,,,,,,
g05261,23,4,,,,,,,,
g05262,,,,,,,,,,
g05263,,,,,,,,,,
g05264,,,,,,,,,,
g05265,,,,,,,,,,
g05266,,,,,,,,4,,
g05267,,,,,,,,,,
g05268,,,,,,,,,,
g05269,,,,,,9,,5,,5
g05270,,,,,,,,5,,
g05271,,,,,,,,,,
g05272,,,,,,,,8,,
g05273,,,,,,,,,,
g05274,,,,,9,,,,,
g05275,,,,,,,,,,
g05276,,,,,,,,,,
g05277,,,,,,,,,,5
g05278,,,,,,,,,,
g05279,,,,,,,,,,
g05280,,,,,,,,,,
g05281,,,,,,,72,,,
g05282,,,,,,,,,,
g05283,,,,,,,,,,
g05284,,,,,,,,,,
g05285,,,,,,,,8,,
g05286,,,,,,,,,,
g05287,,,,,,,,8,,
g05288,,,,,,,,,,
g05289,,,,,,,,,,
g05290,,,,,,,,,,
g05291,,,,,,,,,,
g05292,,,,,,,,,,
g05293,,,,,,,,,,
g05294,,,,,,,,,,5
g05295,,,,,,,,,,
g05296,,,,,,,,,,
g05297,,,,,,,,,,
g05298,,,,,,,,,,
g05299,,,,,,,,,,
g05300,,,,,,,,,,
g05301,,,,,,,,,,
g05302,,,,,,,,,,
g05303,,,,,,,,,,
g05304,,,,,,,,,,
g05305,,,,,,,,,,5
g05306,,,,6,,,,,,
g05307,,,,,,,,,,
g05308,,,,,,,,,,
g05309,,,,,,,,,,
g05310,,,,,,,,4,,
g05311,,,,,,42,86,,,
g05312,,,,,,,,4,,
g05313,,,,,,,,,,
g05314,,,,,,,,5,,
g05315,,,,,,,,,,
g05316,,,,,,,,,,
g05317,,,,,,,,,,
g05318,,,,,,,,,,
g05319,,,,,,,,,,
g05320,,,4,4,,,,,,
g05321,28,,,,36,,,,,
g05322,,,,,,,,,,
g05323,,,,,,,,,,
g05324,,,,,,,,5,,
g05325,8,,,,,,7,,,
g05326,,,,,,,,,,
g05327,,,,,,,,,,
g05328,,,,,,,,,,
g05329,,,,,,,,,,
g05330,,,,,,,,,,
g05331,,,,,,,,21,,
g05332,,,,,,,4,,,
g05333,,,,,,,,,,
g05334,,,,,,,,,,
g05335,,,,,,,,,,4
g05336,,,,,,,,,,
g05337,,,,,,,,,,
g05338,,,,,111,35,,,,
g05339,,,,,,,,,,
g05340,,,,,,,,,,
g05341,,,,5,20,,,,,
g05342,,,,,9,,,,,
g05343,,,,,,,,,,
g05344,,,,,,,,,,
g05345,,,,,,,,,,
g05346,,,,,,,,,,
g05347,,,,,,,,,,
g05348,,,,,,9,,,,
g05349,,,,,,,,,,
g05350,,,,,72,,,4,,
g05351,,,,,,,,,,
g05352,,,,,,,,,,
g05353,,,,,,,,,,
g05354,,,139,,34,,,,,
g05355,,,,,,,,,,
g05356,,,,,,,,,,
g05357,,,,,,,,,,4
g05358,,,,,,,,,,
g05359,,,,,,,,,,
g05360,,,,,,,,,,
g05361,,,,,,,4,,,
g05362,,,,,,,4,,,
g05363,,,,,,,,,,
g05364,,,,,,,,,,
g05365,,,,,,,,,,
g05366,,,,,,,,,,
g05367,,,,,,,,,,
g05368,,,,,,,,,,
g05369,,,,,,,,,,
g05370,,,,,,,,,,
g05371,,,,,,,125,,,
g05372,,,,,,,,,,
g05373,,,,,,45,,,,
g05374,4,,,,,,,,,
g05375,,,,,,,,,,
g05376,,,,,,,,,,
g05377,,,,,,,,,,
g05378,,,,,,,,,,
g05379,,,,,,,,5,,
g05380,,,,,,,,,,
g05381,,,,,,,,,,4
g05382,,,57,,,,,,,
g05383,,,,,,,,,,
g05384,,,,,,,,,,
g05385,,,,,,,,,,
g05386,,,,,,,,,,4
g05387,,,,,,,35,,,4
g05388,,,,,,,,,,
g05389,,9,,,,,35,,,
g05390,,,,,,,,,,
g05391,,,,,,,,,,
g05392,,,,,,,,,,
g05393,,,,,,,,,,
g05394,,,,,,,,,,
g05395,,,,,,,,,,
g05396,,,,,,,,,,
g05397,,,,,,,,,,
g05398,,,5,,,,,,,
g05399,,,,,8,,,,,
g05400,,,,,,,,,,
g05401,4,,,,,,84,9,,5
g05402,,,,,,,,5,,
g05403,,,,,,,,,,
g05404,,,,,,,,,,
g05405,,,,,,,,,,
g05406,,,9,,5,,,,,
g05407,,,,,,,,,,
g05408,4,,,,,,,34,,9
g05409,,,,,,,,,,
g05410,,,,,,,,,,
g05411,,,,,,,,5,,4
g05412,,,,,,,,,,
g05413,,,,,,,,,,
g05414,,,,,,,,,,
g05415,,,,,,,,,,
g05416,,,9,,,,,,,
g05417,,,4,,,,,,,
g05418,,,,,,,,,,
g05419,,,,,,,,35,,
g05420,,,,,,,,,,
g05421,,,,,,,,,,
g05422,,,,,,,,5,,
g05423,,,,,,,,,,
g05424,,,,,,,,,,
g05425,,,,,,,,,,
g05426,,,,,,,,,,
g05427,,,,,,,,,,
g05428,,,,,,,,,,
g05429,,,,,,,,,,
g05430,,,,,,,,,,
g05431,,,,,,,,,,4
g05432,,,,,,,,5,,4
g05433,,,,,,,,,,
g05434,,,,,,,9,,,
g05435,,,,,,,,,,
g05436,,,,,,,,,,
g05437,,,,,,,69,,,
g05438,,,,,,,,,,
g05439,,,,,,,,,,
g05440,,,,,,,,,,
g05441,,,,,,,43,,,
g05442,,,,,,,,,,
g05443,,,10,,,,,,,
g05444,,,,,,,,,,
g05445,,,,,,,,,,
g05446,,,,,,,,,,
g05447,,,,,,,,9,,4
g05448,,,,,,,,,,4
g05449,,,,,,,,,,
g05450,,,,,,,,,,
g05451,,,,,9,,,,,
g05452,,,,,,,,,,8
g05453,,,,,,,,,,
g05454,,,,,,,,,,
g05455,,,,,,,,,,4
g05456,,,,,,,,,,
g05457,,,,,,,,,,
g05458,,,,,,,,,,
g05459,,,,,,,,,,
g05460,,,,,,,,,,
g05461,,,,,,,,,,8
g05462,,,,4,,,,,,
g05463,,,,,,,,,,
g05464,,,,,,,,,,
g05465,8,,,,,5,,,,
g05466,,,,,,,,,,
g05467,,,,,,,,,,
g05468,,,,,5,,,,,
g05469,23,,,,,,,4,,
g05470,,,,,,,,,,
g05471,,,,,,,,,,
g05472,,,,,,,,,,
g05473,,,,,,,,,,
g05474,,,,,,,,,,
g05475,,,,,,,,,,
g05476,,,,,,,,,,
g05477,,,,,,,,,,
g05478,,,,,,,,,,
g05479,,,,,,,,,,
g05480,,,,,,,,,,
g05481,,,,,,,,,,
g05482,,,9,,,,,,,
g05483,,,,,,,,,,
g05484,,,,,,,,,,
g05485,,,,,,,,,,
g05486,,,,,,,4,,,
g05487,,,,,,,35,,,
g05488,,,,,,,,,,
g05489,,,,,,,,,,
g05490,,,,,,,,,,
g05491,,,,,,,,,,
g05492,,,,,,,,,,
g05493,,,,,,,,,,
g05494,,,,,,,,,,
g05495,,,,,,,,,,
g05496,9,,,,,,,,,
g05497,,,,,,,,,,
g05498,,,,,,,35,,,4
g05499,,,,,,,,,,
g05500,,,,,4,,,,,
g05501,,,,,,,,,,5
g05502,4,,,,,,,,,
g05503,,,,,,,,,,
g05504,,,,,,,87,,,
g05505,,,,,,,,,,
g05506,8,,,,,,,,,
g05507,,,,,,,,,,
g05508,,,,,,,,,,
g05509,,,,,,,,,,
g05510,,,,,,,,,,
g05511,,,,,,,,,,
g05512,,,,,,,,,,
g05513,,,,,,,,,,
g05514,,,,,,,,,,4
g05515,,,8,,,,,,,
g05516,,,,,,,,,,
g05517,,,,,,,,,,4
g05518,,,,,,,,,,
g05519,,,,,,,,,,4
g05520,,,,,,,,,,
g05521,,,,,,,,,,
g05522,,,,,,,,,,
g05523,,,,,,,,10,,
g05524,,,,,,,,,,4
g05525,,,,,,,,,,
g05526,,,,,,,,,,
g05527,,,,,,,,,,5
g05528,,,,,,,5,,,
g05529,,,,,,,,,,
g05530,,,,,,,,,,
g05531,,,,,,,,,,
g05532,,,,,,,,,,
g05533,,,,,,,,,,
g05534,,,,,,,,,,
g05535,,,,,,,4,,,
g05536,,,,,,,,,,
g05537,,,,,,,,5,,9
g05538,,,,,,,,,,
g05539,,,,,,22,,,,
g05540,,,,,,,,,,
g05541,,,,,,,,,,
g05542,,,,,5,,,,,
g05543,,,,,,,,,,4
g05544,,,,,,,,4,,
g05545,,,,,,,,,,
g05546,,,,,,,,5,,
g05547,,,,,,,,,,
g05548,,,,,,,,,,
g05549,,5,,,,,,,,
g05550,,,,,,,,,,
g05551,,,,,,,,,,
g05552,,,,,,9,,,,
g05553,,,,,,,,,,
g05554,,,,,21,,,,,
g05555,,,,4,,,,,,4
g05556,,,,,,,,,,
g05557,,,,,,,,,,
g05558,22,,,,,,,,,
g05559,,,,,,,,,,
g05560,,,,,,,,,,9
g05561,,,,,,,,,,
g05562,,,,,,,,,,
g05563,,,,,,,,,,
g05564,,,,,,,,,,5
g05565,,,,,,,,,,
g05566,,147,,,,,,4,,4
g05567,,,4,,,,,,,
g05568,,,,,,,,,,4
g05569,,,,,,,,,,
g05570,,,,,,,,,,
g05571,,,,,,,,,,
g05572,,,,,,,,,,
g05573,,,,,,,,,,
g05574,,,,21,10,,,9,,
g05575,,,,,,,,,,
g05576,,,,,,,,,,
g05577,,,,,,,,,,
g05578,,,,,,,,4,,4
g05579,,,,,,,,,,
g05580,,,,,,,,,,
g05581,,,,,,,,,,
g05582,,,,,,,,,,
g05583,,,,,,,,,,
g05584,,,,,,,,,,
g05585,,,,,,,,,,
g05586,,,,,,,,,,
g05587,,,,,,,,,,
g05588,,,,,,,,,,
g05589,,,,,,,,,,
g05590,,,,,,,,,,
g05591,,,,,,,,,,
g05592,,,,,,,,,,
g05593,,,46,,,,,,,
g05594,,,4,,4,72,,5,,
g05595,,,,,,,,,,
g05596,,,,,,,,,,
g05597,,,,,,,,,,
g05598,,,,,,,,,,
g05599,,,,,,,,4,,
g05600,,,4,,,,,,,
g05601,,,,,,,,,,
g05602,,,,,,,,,,
g05603,,,,,,,,,,
g05604,,,,,,,,,,
g05605,,,,,,,,,,
g05606,,,,,,,,,,
g05607,,,,,,,,,,
g05608,,,,,,,,,,
g05609,,,,,,,,,,
g05610,,,,,,,,,,5
g05611,,,,,,,,,,
g05612,,,,,,,,,,
g05613,,,,,,21,,,,
g05614,,,,,,,,,,
g05615,,,,,4,,,,,
g05616,,,,,,,,,,
g05617,,,,,,,,,,
g05618,,,,,,,,,,
g05619,,,,,,,,4,,
g05620,,,,,,,,5,,
g05621,,,,,,,,,,
g05622,,,,,,,102,,,
g05623,,,,,,,,,,
g05624,,,,,,,,8,,8
g05625,,,,5,,4,,20,,
g05626,,,69,,,,,35,,
g05627,,,,,,,,,,
g05628,,,4,,,,,,,
g05629,,,,,,,,,,
g05630,,,,,49,,,34,,
g05631,,,,,,,,,,
g05632,,,,,,,,,,
g05633,,,,,,,,,,
g05634,,,,,,,,,,
g05635,,,,,,,,,,
g05636,,,,,,,,,,
g05637,,,,87,,85,4,5,,
g05638,,,,,,,,,,
g05639,,,,,,,,,,
g05640,,,,,,,,,,
g05641,,,5,,,,,,,
g05642,,,,,,,,,,
g05643,,,,,72,,,,,
g05644,,,,,,,,,,
g05645,,,,,,,,,,
g05646,,,,,,,123,,,
g05647,,,,,,,,,,
g05648,,,,,,,,,,
g05649,,,,,,,,,,
g05650,,,,,,,,,,
g05651,,,4,,,,,,,
g05652,,,,,,,,,,4
g05653,,,,,,,,,,
g05654,,,,,4,,,,,
g05655,,,,,,,,,,
g05656,,,,,,,,,,4
g05657,,,,,,,,,,
g05658,,,,,,,,,,
g05659,,,,,,,,5,,
g05660,,,,,,,,,,
g05661,,,,,,,,,,
g05662,,,,,,,,,,4
g05663,,,,,,,,,,
g05664,,,,,,,,,,
g05665,,,,,,,,,,
g05666,,,,,,,,,,
g05667,,,,,,9,,,,
g05668,,,,,,,,,,4
g05669,,,,,,,,,,
g05670,,,,,,,,,,
g05671,,,,,,,128,60,,
g05672,,,,,,,,,,
g05673,,,,,,,,,,
g05674,,,,,,,,,,5
g05675,,,,,,,,5,,
g05676,,,,,,,,,,
g05677,,,,,,,,,,
g05678,,,,,,,,,,
g05679,,,,,,,,,,4
g05680,,,,,,,,,,
g05681,,,,,,,,,,
g05682,,,,,,,,,,
g05683,,,,,,,,,,
g05684,,,,,,,,,,4
g05685,,,4,,35,,,,,
g05686,,,,,,,,,,
g05687,,,20,,,,,,,
g05688,,,,,4,,,,,
g05689,,,,,,,,,,
g05690,,,,,,,,,,4
g05691,,,,,,,,,,
g05692,,,,,,,,,,
g05693,,,,,,,,,,
g05694,,,,,,,,,,
g05695,,,,,,,,,,
g05696,,,,,,,,,,
g05697,,,,,,,,23,,
g05698,,,,,,,,,,5
g05699,,,,,4,,,,,
g05700,,,,,,,,,,
g05701,,,,,,,,,,
g05702,,,,,,,,,,
g05703,,,4,,,,34,,,
g05704,,,,,,,,,,5
g05705,,,,,,,,,,
g05706,,,,,,,,,,
g05707,,,,,,,,,,
g05708,,,,,,,,43,,
g05709,,,,,,,,,,
g05710,,,,,,,,22,,
g05711,,,,,,,,8,,
g05712,,,,,,,,5,,
g05713,,,,,,,,,,
g05714,,,,,,,,,,
g05715,,,,,,,,,,
g05716,23,,,,,,,9,,
g05717,,,,,,,,,,
g05718,,,,,69,,,,,
g05719,,,,,,,,,,
g05720,,,,,,,,,,
g05721,,,,,,,,4,,
g05722,,,,,,,,,,
g05723,,,,,,,,,,9
g05724,,,,,,,,,,
g05725,,,,,,,,,,
g05726,,,,,,,145,,,
g05727,,,,,,,,,,
g05728,,,,,,,,,,
g05729,,,,,,,,,,
g05730,,,,,,,,,,
g05731,,,,,,,,5,,9
g05732,,,,,,,,,,
g05733,,,,,,,,,,
g05734,,,,,,,,,,
g05735,,,,,,,,,,
g05736,,,,,,,,,,
g05737,,,,,,,,,,
g05738,,,,,,,,,,
g05739,,,,,,,,,,
g05740,,,,,,,,,,
g05741,,,,,,,,,,
g05742,,,,,,,,,,
g05743,,,9,,,,,,,
g05744,,,,,,,,,,
g05745,5,,,,,4,,5,,
g05746,,,,,,,,,,
g05747,,,,,,,,,,
g05748,,,,,,,,,,
g05749,,,,,,,,,,
g05750,,,,,,,,6,,
g05751,,,,,,,,5,,
g05752,,,,,,,,,,
g05753,,,,,,,,,,
g05754,,,,,,,,,,
g05755,,,,,,,,,,
g05756,,,,,,,,,,
g05757,,,,,,,,,,
g05758,,,,,,,,,,
g05759,,,,,,,,4,,
g05760,,,,,,,,4,,
g05761,,,,,,,,34,,
g05762,,,,,,,,,,
g05763,,,,,,,,,,
g05764,,,,,,,,,,
g05765,,,,,,,,,,
g05766,,,,,,,,,,4
g05767,23,,,,,,,,,
g05768,,,,,,,,,,
g05769,,,,,,,,,,
g05770,,,,,,,,,,
g05771,,,,,,,,,,9
g05772,,,,,,,,,,
g05773,,,,,,,,,,
g05774,,5,,,,,,,,
g05775,,,,,,,,,,
g05776,4,,,,,,,5,,5
g05777,,,,,,,,,,
g05778,,,,,,,,,,
g05779,,,,,,,,,,
g05780,,,,,,,,,,
g05781,,,,,,,,,,
g05782,,,,,,,,,,
g05783,,,,,,,,,,
g05784,,9,,,,,45,,,
g05785,,,,,,,,,,
g05786,,,,,,,,,,9
g05787,,,,,,,21,,,
g05788,,,,,,,,,,
g05789,,,,,,,35,,,
g05790,,,,,,,,,,
g05791,9,35,,,49,,35,4,,
g05792,,,,,,,,,,
g05793,,,,,,,,,,
g05794,,,,,,,,,,
g05795,,,,,,,,,,
g05796,,,,,,,,,,
g05797,,,,,,,,,,
g05798,,,,,,,,,,
g05799,,,,,,,,59,,5
g05800,,,,,,,,,,
g05801,,,,,,,,,,
g05802,,,,,,,,,,
g05803,,,,,,,,,,
g05804,,,,,,,,,,
g05805,,,,,,,,,,
g05806,,,,,,,,,,
g05807,,,,,,,,,,
g05808,,,,,,,,,,
g05809,,,,,,,,,,
g05810,,,,,,,,,,
g05811,,,35,,21,,,,,
g05812,,,,,,,,5,,
g05813,,,,,,,,,,
g05814,,,74,7,5,,,,,
g05815,,,,,,,,,,
g05816,,,,,,,,,,
g05817,,,,,,,20,,,
g05818,,,,,,,,,,4
g05819,,,,,,,,,,
g05820,,,,,,,,,,
g05821,,,,,,,,,,
g05822,,,,,,,,,,
g05823,,,140,,,,,,,
g05824,,,,,,,,,,
g05825,,,,,,,,,,
g05826,,,,,,,,,,
g05827,,,,,,,,,,
g05828,,,,,,,,,,
g05829,,,,,,,,,,
g05830,,,,,,,,,,
g05831,,,,,,,,,,
g05832,,,,,,,,,,
g05833,,,,,,,,,,
g05834,,,,,,,,,,
g05835,,,,,,,,,,5
g05836,,,,,,,,5,,
g05837,,,,,,,,,,
g05838,,,,,,,9,,,
g05839,,,,,,,,,,
g05840,,,,,,,,,,
g05841,,,,,,,,,,
g05842,,,,,,,,,,9
g05843,,,,,,,,,,8
g05844,,,,,,,,,,
g05845,,,,,,,,,,
g05846,,,,,,,,,,
g05847,9,,,,,,,,,
g05848,,,,,,,,,,
g05849,20,,,,,,,,,5
g05850,,,,,,,,,,
g05851,,,,,,,,,,
g05852,,,,,,,,,,
g05853,,,,,,22,,,,
g05854,,,,,,,,,,
g05855,,4,,,,9,,,,
g05856,,,,,,,,,,
g05857,,,,,,,,,,
g05858,,,,,,,,,,
g05859,,,,,,,,,,
g05860,,,,,,,,,,
g05861,,,,,,,,,,
g05862,,,,,,,,,,
g05863,,,,,,,,,,
g05864,,,,,,,,,,
g05865,,,,,,,,,,
g05866,,,,,,,,,,
g05867,,,,,,,,,,5
g05868,,,20,,,,,,,
g05869,,,,,,,,,,
g05870,,4,,,,,,,,
g05871,,,,,,,,,,
g05872,,,,,,8,,,,
g05873,,,5,,,,,,,
g05874,,,,,,,,,,
g05875,,,,,,,,,,8
g05876,,,,,,,,,,
g05877,,,,,,,,,,
g05878,,,,,,,,,,
g05879,,,,,,,,,,
g05880,,,,,,,,,,
g05881,,,,,,,,,,
g05882,,,,,,,,,,
g05883,,,,,,,,,,
g05884,,,,,,,,,,5
g05885,,,,,,,,,,
g05886,,,,,,,,,,
g05887,,,,,,,,,,
g05888,,,,,,,,,,
g05889,,,,,,,,,,
g05890,,,,,,,,,,
g05891,,,,,,,,,,
g05892,,,,,,,,,,
g05893,,,,,,,,,,
g05894,,,,,,,,,,4
g05895,,,,,,,,,,
g05896,,,,,,,,,,
g05897,,,,,,,,,,
g05898,,,,,,,,,,
g05899,,,,,,,,,,4
g05900,,,,,,,,,,
g05901,,,,,,,87,,,
g05902,,,,,,,72,,,
g05903,,,,,35,,59,,,
g05904,,,,,,,,,,
g05905,,,,,,,35,,,4
g05906,4,,,,,,,,,
g05907,,,,,,,,,,
g05908,,,,,,,,,,
g05909,,,,,,,,,,
g05910,,,,,,,,,,
g05911,,,,,,,,,,
g05912,,,5,,,,,,,
g05913,,,,,,,,,,
g05914,,,,,,,,,,
g05915,,,,,,,,,,
g05916,,,,,,,,,,
g05917,,,,,,,,,,
g05918,,,,,,,,,,
g05919,,,,,,,,,,
g05920,,,,,,,,,,4
g05921,,,,,,,,,,
g05922,,,,,,,,,,4
g05923,,,,,5,,,,,
g05924,,,,,,,,,,
g05925,5,,9,,,,,,,
g05926,,,,,,,,,,
g05927,,,,,,,,,,
g05928,,,,,,,,,,
g05929,,,,,,,,,,
g05930,,,,,,,,,,
g05931,,,,,,,,,,
g05932,,,,,,9,,,,
g05933,,,,,,,,8,,4
g05934,,,,,,,,,,
g05935,,,,,,,,,,
g05936,,,,,,,,,,
