Ahal_ID,mRNA,H3K4me1,H3K4me2,H3K4me3,H4ac,H3K36me3,H3K27me3,H2AZ,H3K9me2,H3
g02458,,,,,,,,,,
g02459,,,,,,,,,,
g02460,,,,,,,,,,4
g02461,,,,,,,,,,
g02462,,,,,,,,,,
g02463,,,,,,,,,,
g02464,,,,,,,,,,4
g02465,,,,,,,,,,8
g02466,,,,,,,,,,
g02467,,,,,,,,,,
g02468,,,,,,,,,,
g02469,,,,,9,,,5,,
g02470,,,,,,,34,,,
g02471,,,,,,,,5,,
g02472,,,,,,,,,,
g02473,,,,,,,,,,
g02474,,,,,,,,,,
g02475,,,,,,,,,,
g02476,,,5,,,35,,9,,
g02477,,,,,,,,,,9
g02478,,,,,,,,,,5
g02479,,,,,,,,,,
g02480,,,,,,,,,,
g02481,,,,,,,,,,
g02482,,,,,,,,35,,
g02483,4,,,,,,,4,,9
g02484,,,,,,,,,,
g02485,,,,,,,,,,
g02486,,,,,,,,,,
g02487,,,,9,35,59,,,,
g02488,,,,,,,,,,
g02489,,,,,,,,42,,
g02490,,,,,,,,,,
g02491,,,,,,,,,,10
g02492,,,,,,,,,,8
g02493,,,,,,,,5,,9
g02494,,,,,9,,,22,,
g02495,,,,,,,,,,
g02496,,,,,,,123,,,
g02497,,4,,,,,,,,
g02498,,,,,,,,4,,
g02499,,,,,,,,,,
g02500,,,,,,,,,,
g02501,,,4,,,,,74,,9
g02502,,,,,,,,,,
g02503,,,,,,84,,,,4
g02504,,,,,,,,,,
g02505,,,,,,,,,,
g02506,,,,,,,4,,,
g02507,,,,,,,,,,
g02508,,,,,,,,,,
g02509,,,,,,,,,,
g02510,,,,,,,,,,4
g02511,,,,,,,,,,
g02512,,,,,,,,,,
g02513,,,,,,,,5,,
g02514,,,,,,,,,,9
g02515,,,,,,,,,,
g02516,35,,,,,,,22,,
g02517,,,,,,,,,,9
g02518,,,,,,,,,,
g02519,,,,,,,,,,
g02520,,,,,,,,,,
g02521,,4,,,9,,,,,
g02522,,,,,,,,,,
g02523,,,,,,,,,,
g02524,,,,,,,,,,
g02525,,,,,,,,,,
g02526,,,,,,,,,,
g02527,,,,,,,,,,
g02528,,,,,,,,,,
g02529,,,,,,,,,,
g02530,,,,,,,,,,
g02531,,,,,,,,,,4
g02532,,,,,,,,,,
g02533,,,,,,,,,,
g02534,4,,,,4,,,22,,
g02535,,,,,,,,,,9
g02536,,,,,,,,,,
g02537,,,,,,,,,,
g02538,,,,,,,,,,
g02539,,,,,,,,,,
g02540,,,,,,,,,,5
g02541,,,,,,,,,,
g02542,,,,,,,,,,
g02543,,,,,,,,,,
g02544,,,,,,,,,,
g02545,,,,,,,,,,5
g02546,,,,,,,,4,,5
g02547,,,,,,,,,,
g02548,,,,,,,,,,
g02549,,,,,,,91,,,
g02550,,,,,,,,,,
g02551,,,,,,,,84,,
g02552,,,,,,,,,,
g02553,,,,,,,,,,
g02554,,,,,,,,,,
g02555,,,,,,,,,,
g02556,,,,,,,,,,
g02557,,,,,,,,,,9
g02558,,,,,,,,,,
g02559,,,,,,,,,,
g02560,58,,,,,,,,,
g02561,,,,,,,,,,
g02562,,,,,,,,,,4
g02563,,,,,,,,,,
g02564,,,,,,,,,,
g02565,,,,,,,,,,
g02566,,,,,,,,,,
g02567,,,,,,,,,,
g02568,,,,,,,,,,
g02569,,,,,,,,,,4
g02570,,,,,,,,,,
g02571,,,,,,,,,,
g02572,,,,,,,,,,
g02573,,,,,,,,,,
g02574,,,,,,,,,,
g02575,,,,,,,,,,4
g02576,,,,,,,,,,4
g02577,,,,,,,,,,
g02578,,,,,,,,,,
g02579,,,,,,,,,,
g02580,,,,,,,,,,
g02581,,,,,4,,,9,,
g02582,,,,,,,,,,
g02583,,,,,,34,,,,
g02584,,,,,,,,,,
g02585,,,,,,,,,,
g02586,,,,,,,,,,4
g02587,,,,,,,,,,
g02588,,,,,,,,,,
g02589,,,,,,,,,,
g02590,,,,,,,,5,,
g02591,,,,,,,,,,
g02592,,,,,,,,,,
g02593,,,,,,,,,,
g02594,,4,,,,,,,,
g02595,,,,,,,,,,
g02596,,,,,,,,,,
g02597,,,,,,,,,,
g02598,,,,,,,,,,
g02599,,,9,,,,,,,
g02600,,,22,,,,,,,
g02601,,,,,,,,,,
g02602,,,,,,,,,,
g02603,,,,,,,,,,
g02604,,,,,,21,,,,
g02605,,,,,,,,,,9
g02606,,,,,,,,,,9
g02607,,,,,,,,,,9
g02608,,,,,,,,,,
g02609,,,,,,,,,,
g02610,,,,,,,,,,
g02611,,4,,,4,,45,,,5
g02612,,,,,,,,,,
g02613,,,,,,,,,,
g02614,,,,,,,,,,
g02615,,,,,,,,,,5
g02616,,,,,,,,5,,
g02617,,,,,,,,,,
g02618,,,,,,,,,,
g02619,,,,,,,,,,
g02620,,,,,,,,,,
g02621,,,,,,,,,,
g02622,,,,,,,,,,
g02623,,,,,,,,,,8
g02624,,,,,,,,,,
g02625,,,,,,,,,,
g02626,,,,,,,,,,
g02627,,,,,,,,,,
g02628,,,,,,,,,,
g02629,,,,,,,,,,
g02630,,,,,,,4,,,
g02631,,,,,,,,,,
g02632,,,5,,,,,,,9
g02633,,,,,,,,,,
g02634,,,,,,,,,,
g02635,,,139,,,,,,,
g02636,,,,,,,35,,,
g02637,,,5,,,,,,,4
g02638,,,,,,74,,,,
g02639,,,,,,,,,,
g02640,,,,,,,,,,
g02641,,,,,,,,,,
g02642,,,,,,,,,,
g02643,,,,,,,,,,
g02644,,,,,,,,,,
g02645,,,,,,,,,,
g02646,,,,,,,,,,
g02647,,,,,,,,,,4
g02648,,,,,,,,8,,
g02649,,,,,,,,,,
g02650,,,,,,,21,,,
g02651,,,60,,,,,20,,
g02652,,,,,,,,,,
g02653,,,,,,,,,,
g02654,,,,,,,,,,
g02655,,,,,,,,,,
g02656,,,,,,,,,,
g02657,,,,,,,,,,
g02658,,,,,,,,,,
g02659,,,,,,,,45,,
g02660,,,,,,,,35,,
g02661,,,,,,,,,,
g02662,,,4,,,,,,,
g02663,11,22,,,,,,,,
g02664,,,98,,,,,,,
g02665,,,,,,,,,,
g02666,,,,,,,,4,,
g02667,,,,,4,,,,,
g02668,,,,,,,,,,
g02669,,,,,,,,,,
g02670,,,,,,,,,,
g02671,,,,,,99,,,,
g02672,,,,,,,,,,
g02673,,,,,,,,,,
g02674,,,,,,,85,,,
g02675,,,4,,,,,,,
g02676,,,,,,,,,,
g02677,,,,,,,,,,
g02678,,,,,,,,,,
g02679,,,,,,,,,,
g02680,,,,,,,35,,,
g02681,,,,,,,,,,
g02682,9,,,,,,,,,
g02683,,,,,,,,,,
g02684,,,,,,,,21,,
g02685,,,,,,,,,,
g02686,,,,,,,,,,
g02687,,,,,,,,,,
g02688,,,,,,,,,,
g02689,5,,,,,,,,,
g02690,,,,,,,,,,
g02691,,,,,,,,5,,
g02692,,,,,,,,,,
g02693,,,,,,,,,,
g02694,,,,,,,,,,4
g02695,,,,,,,,,,
g02696,,,,,,,,,,
g02697,,,,,,,,,,
g02698,,,,,,,,,,
g02699,,,,,,,,,,
g02700,,,,,,,,,,
g02701,,,,,,,,,,
g02702,,,,,,,,,,
g02703,,,,,,,,,,
g02704,,,,,,,,,,
g02705,,,,,,,,,,
g02706,,5,112,,,,,,,4
g02707,,,,,,,,,,
g02708,20,,,,,,,5,,
g02709,,,,,,,,,,
g02710,,,125,,,5,,6,,
g02711,,,,,,,49,,,
g02712,,,,,,,85,,,
g02713,,,,,5,,,,,
g02714,,,,,,,,,,
g02715,,,,,,143,,,,
g02716,,,,,,,,,,
g02717,,,,,,,,,,
g02718,4,,,,,125,,5,,
g02719,,,,,,,,,,
g02720,,,,,,,,,,
g02721,,,,,,,,,,
g02722,,,,,,,,,,
g02723,,,,,,,,,,9
g02724,,,,,,,,9,,
g02725,,,,,,,20,,,
g02726,,,,,4,,,,,
g02727,,,,,,,,,,
g02728,,,,,,,,,,
g02729,,,21,,,,,,,
g02730,,,,,,45,,,,
g02731,,,,,,21,21,,,
g02732,9,,,,,,44,23,,
g02733,,,,,,,,,,
g02734,,,,,,,,,,
g02735,,,,,,36,,,,
g02736,4,,,,,,,,,
g02737,,,,,,,,9,,
g02738,,,,,,,,,,
g02739,,,,,,,,,,
g02740,,,,,,,,,,
g02741,,,,,,,,,,
g02742,,,,,,,,,,
g02743,,,,,,,,,,
g02744,,,,,,,,,,
g02745,,,,,46,,,,,
g02746,,,,,,,,,,
g02747,,,,,,,,,,9
g02748,,,,,,,,,,
g02749,,,,,34,101,,4,,
g02750,,,,,,,,,,5
g02751,,,,,,,,5,,
g02752,,,,,,9,,,,
g02753,,,,,,,,,,
g02754,,,,,,9,,,,
g02755,,,,,,,,,,
g02756,,,,,,,,,,
g02757,,,,,,,,,,
g02758,,,,,,,,,,
g02759,,,,,,,,,,
g02760,,,,,,,,,,
g02761,,,,,,,,,,
g02762,,,,,,,,,,
g02763,,,,,,,,,,
g02764,,,,,,,,,,5
g02765,,,,,,,,,,4
g02766,,,,,,,,,,
g02767,,,,,,,,,,
g02768,5,,,,,,,,,
g02769,,,,,5,,,8,,
g02770,,,,,,,,,,
g02771,,4,,,,,,,,9
g02772,,,,,,,5,,,
g02773,,,,,,,,,,
g02774,,,,,,,,,,
g02775,,,,,,,,,,
g02776,,,,,,,,,,
g02777,,,,,,,,,,
g02778,,,,,,,,4,,
g02779,,,,,,,,,,
g02780,,,,,,,,,,5
g02781,,,,,,,,,,
g02782,,,,,,,,,,
g02783,,,,5,,,,,,
g02784,,,,,,,,,,4
g02785,,5,,,,,,,,
g02786,,,,,,,,,,4
g02787,,,,,,,,,,
g02788,,,,,,,,,,
g02789,,,,,,,,,,
g02790,,,,,,,,,,9
g02791,,,,,,,,5,,
g02792,,,,,,,,5,,
g02793,,,,,,,,,,5
g02794,,,,,,,,,,
g02795,,,,,,,,,,
g02796,,,,,,,,,,
g02797,,,,,,,,,,
g02798,,,,,5,,,,,
g02799,,,,,,,,,,
g02800,,,,,,,,,,8
g02801,,,,,,,,,,
g02802,,,,,,,,,,
g02803,,,,,,,,,,
g02804,,,,,,,,,,
g02805,,,,,,,,,,
g02806,4,,,,,,,,,
g02807,,,,,,,,,,
g02808,,,,,,,,,,4
g02809,,,,,,,,,,
g02810,,,,,,,,,,
g02811,,,,,,,,,,
g02812,,,,,,9,,,,
g02813,,,,,,,,,,
g02814,,,9,,,,,,,9
g02815,,,,,,,,,,
g02816,,,,,,,,,,
g02817,,,,,,,,,,
g02818,,,,,,,,,,
g02819,,,,,,,,,,
g02820,,,,,,,,,,
g02821,,,,,,,,,,
g02822,,,,,,,,,,
g02823,,,,,,,,,,
g02824,,,,,,,,,,
g02825,,,,,,,,,,
g02826,,,,,,,,,,
g02827,,,,,,,,,,
g02828,,,,,,,,107,,
g02829,,,,,,,,,,
g02830,,,,,,,,,,
g02831,,,,,,,,,,
g02832,,,,,,,,,,
g02833,,,,,,,,,,
g02834,,,,,,,,,,
g02835,,,,,,,,,,
g02836,,,,,,,,,,
g02837,,,,,,,,,,
g02838,,,,,,,,,,
g02839,,,,,,,,,,
g02840,,,,,,,,,,
g02841,,,,,,,,,,
g02842,,,,,,,,,,
g02843,,,,,,,,,,
g02844,,,,,,,,,,
g02845,,,,,,,,,,
g02846,,,,,,,,,,
g02847,,,,,,,35,,,
g02848,,,,,,,,,,
g02849,,,,,,,35,,,
g02850,,,,,,,,,,
g02851,,,,,,,,,,4
g02852,,,,,,,,,,
g02853,,,,,,,,,,
g02854,,,,,,,,,,
g02855,,,,,,4,,,,
g02856,,,,,,4,,,,4
g02857,,,,,,,,,,
g02858,,,,,,,,,,
g02859,,,,,,,,,,
g02860,,,,,,,,,,
g02861,,,,,,,,,,
g02862,,,,,,,,,,
g02863,,,,,,,,,,
g02864,,,,,,,,,,
g02865,,,,,,,,5,,
g02866,,,,,,,,,,
g02867,,,,,,,,,,
g02868,,,,,10,,,9,,4
g02869,,,,,,,,,,
g02870,,,,,,,,,,
g02871,,,,,,,,,,
g02872,,,,,,,,,,
g02873,,,,,,,,,,
g02874,,,,,,,,4,,
g02875,,,,,,,,,,8
g02876,,,,,,,,,,
g02877,,,,,,,,,,
g02878,,,,,,,,,,
g02879,,,,,,,,,,
g02880,,,,,,,,,,
g02881,,,,,,4,,,,
g02882,,,,,,,,,,
g02883,,,,,,,,,,
g02884,,,,,,,,,,
g02885,,,,,,,,,,
g02886,,,,,,,,,,
g02887,,,,,,,34,,,
g02888,,,,,,,,,,
g02889,,,,,,,,,,9
g02890,,,,,,,,,,8
g02891,,,,,,46,,,,
g02892,,,,,,,,,,
g02893,22,,4,,,,,34,,
g02894,,,,,,,,,,
g02895,,,,,,,,,,
g02896,,,4,,,,,,,
g02897,,,,,,,,,,
g02898,,,,,,,,,,
g02899,,,,,,,,,,
g02900,,,,,,,,,,
g02901,,,,,,,,,,
g02902,,,,,,,,5,,
g02903,,,,,,,,,,
g02904,,,,,,,,5,,
g02905,,,,,,,,,,4
g02906,,,,,,,,,,4
g02907,,,,,,,,,,
g02908,,,,,,,,,,
g02909,,,,,,,,,,
g02910,,,,,,,,,,
g02911,,,,,,,,,,4
g02912,,,,,,,,,,
g02913,,,4,,,,,,,
g02914,7,9,,9,,9,30,,,
g02915,,,13,,,,44,,,
g02916,,,,,,,4,,,
g02917,,,,,,,,,,
g02918,,,,,,,,,,4
g02919,,,,,,,,,,
g02920,,,,,,,,,,
g02921,,,35,,,,,87,,
g02922,,,,,4,,,,,
g02923,,,,,,,,,,
g02924,,,,,,,,,,
g02925,,,,,,,,,,4
g02926,,,,,,,,,,
g02927,,,,,,,,,,
g02928,,,,,,,,,,5
g02929,,,,,,,,,,
g02930,,,,,,,,,,
g02931,,,,,,,,,,
g02932,,,,,,,,,,
g02933,,,,,,,,,,4
g02934,,,,,,35,,,,
g02935,,,,,,,,,,
g02936,,,,,,,,,,
g02937,,,,,,,,,,8
g02938,,,,,,,,,,
g02939,,,,,,138,,,,5
g02940,,,,,,149,,,,4
g02941,,,,,35,,,,,
g02942,,,,,,,,,,
g02943,,,,,,,,4,,
g02944,,,,,,,,,,
g02945,,,,,,,,,,
g02946,,,,,,,,,,
g02947,,,,,,,,,,4
g02948,,,,,,,,,,
g02949,,,,,,,,,,
g02950,,,,,,,,,,
g02951,,,,,,,,,,
g02952,,,,,,,,,,
g02953,,,,,,,,,,
g02954,,,4,,,,,23,,
g02955,,,,,,,,,,
g02956,,,,,,,,,,
g02957,,,,,,,,,,9
g02958,,,,,,,,,,
g02959,,,,,,,,,,
g02960,4,,,,,115,,8,,
g02961,,,,,,,,,,
g02962,,,,,,,,,,
g02963,,,,,,,,,,9
g02964,,,,,,,,,,
g02965,,,,,,,,,,
g02966,,,,,,,,5,,
g02967,,,,,,,,,,
g02968,,,,,,,,,,
g02969,,,,,,,,,,
g02970,,,9,,,,,,,
g02971,,,,,9,,,,,
g02972,,,,,5,,,,,
g02973,,,,,,,,,,8
g02974,,,,,,,,,,
g02975,98,,,,,,,62,,
g02976,,,,,,,,,,
g02977,,,,,,,,,,
g02978,,,,,,,,,,
g02979,,,,,,,,,,
g02980,,,129,,4,,58,,,
g02981,,,,,,,,,,
g02982,,,,,,,,,,
g02983,,,,,,,,,,
g02984,,,,,,35,,,,
g02985,5,,,,,,,,,
g02986,,,,,,8,,,,
g02987,,,,,,,,,,
g02988,,,,,,,,,,5
g02989,,,,,,,,5,,
g02990,,,,,,,,,,
g02991,,,,,,,,,,
g02992,,,,,,,,,,
g02993,,,,,,,20,,,
g02994,,,,,,,,,,
g02995,,,,,,,,5,,
g02996,,,,,,,,,,
g02997,,,,,,22,,,,
g02998,,,,,,,,,,4
g02999,,,,,,,9,,,
g03000,,,,,,,,,,
g03001,,,,,,,,,,
g03002,,,,,,,,,,
g03003,,,4,,,34,,10,,
g03004,,,,,,,,,,
g03005,,,,,,,,5,,
g03006,,,,,,,,,,
g03007,,,4,,,9,,,,
g03008,,,,,,,,,,
g03009,,,5,,,,,5,,
g03010,,,,,,,,,,
g03011,,,,,,,,4,,4
g03012,,,,5,4,,,,,
g03013,,,,,,,,,,
g03014,,,,,,,,4,,
g03015,,,,,,,,,,
g03016,,,,,,,,,,
g03017,,,,,,,,,,
g03018,,,,,,,,,,
g03019,,,,,,,,,,
g03020,,,,,,129,,,,
g03021,,,4,,,,,,,
g03022,,,,,,,,,,
g03023,,,,,,,,,,
g03024,,,,,,,,,,
g03025,,,,,,,,,,
g03026,,,,,,,,,,
g03027,,,,,,,,,,
g03028,,,,,,,,,,
g03029,,,,,,,,5,,
g03030,,,,,,,,,,
g03031,,,,,,,,,,
g03032,,,,,9,,,,,
g03033,,,4,,,,112,,,
g03034,,,,,,,,,,
g03035,,,,,,,,,,5
g03036,,,5,,,,,,,
g03037,,,,,,,,,,
g03038,,,,,,,,,,
g03039,,,,,,,,,,
g03040,,,4,,,5,,,,
g03041,,,,,,,,,,
g03042,,,,,,,,9,,
g03043,,,,,,,,,,
g03044,,,,,,,,9,,
g03045,,,,,,,,,,
g03046,,,,,,,,,,
g03047,,,,,,,,,,
g03048,,,,,,,,,,
g03049,,,5,,,,,,,
g03050,,,,,,,,,,
g03051,,,,,,,,,,
g03052,,,,,4,,,,,
g03053,,,,,,,,,,
g03054,,,,,,63,,,,
g03055,,,4,,,,,,,
g03056,,,,,,,,,,5
g03057,,,,,,,,,,
g03058,,,,,,,,,,
g03059,,,,,,,,,,
g03060,,,,,,,,,,
g03061,,,,,,,,5,,
g03062,,,,,,,,,,
g03063,,,,,,,,,,
g03064,,,,,,,9,,,
g03065,,,,,,,,,,
g03066,,,,,35,4,,,,
g03067,,,,,,,,,,
g03068,,,,,,,,,,
g03069,,,,,,,,,,
g03070,,,,,,,,,,
g03071,,,,,,,,,,
g03072,,,,,,,,,,
g03073,,5,,,,,,,,5
g03074,,,,,,,,,,
g03075,,,,,,,,4,,
g03076,,,,,,,,,,9
g03077,,,,,4,,,,,
g03078,,,,,,,,4,,
g03079,,,,,,,,,,4
g03080,,,,,,,,,,
g03081,,,,,,,,,,
g03082,,,,,,,,,,4
g03083,,,,,,,,,,
g03084,,,,,,,,,,4
g03085,,,,,,,,,,
g03086,4,,,,,,,,,
g03087,,,,,,,,,,
g03088,,,22,,,,,,,
g03089,,,,,,,,,,8
g03090,,,,,,,,,,
g03091,,,,,,,,,,
g03092,,,,,,,,,,
g03093,,20,,,,,,,,
g03094,,,,,,,,,,
g03095,4,,,,,,,,,9
g03096,,,,,,,,9,,
g03097,,,,,,,,,,
g03098,,,,,,,,,,
g03099,,,,,,,,9,,
g03100,,,,,,,,,,
g03101,,,,,,,,,,
g03102,,,,,,,,,,
g03103,,,,,,,,,,
g03104,,,,,,,126,,,
g03105,,,,,,,,,,
g03106,,,,,,,,,,
g03107,,,,5,,,,,,
g03108,,,,,,,,,,
g03109,,,,,,,,,,
g03110,,,,,,,,,,
g03111,,,,,,,,,,
g03112,,,4,,,,21,,,
g03113,,,,,,,,,,
g03114,,,,,,,,,,
g03115,,,,,,,,,,
g03116,,,,,,,,,,4
g03117,,,,,,,,9,,
g03118,,,,,,,,,,
g03119,,,,,,,,,,
g03120,,,,,,,,,,
g03121,,,,,,,,,,
g03122,,,,,,,,,,
g03123,,,,,,,,,,
g03124,,,,,,,,,,
g03125,,,,,,,,,,
g03126,,,4,,9,,,,,
g03127,,,,,,,,5,,
g03128,,,,,,,,,,
g03129,,,,,,,,4,,
g03130,,,,,,,,,,
g03131,,59,,,34,,,4,,
g03132,,,,,,,,,,
g03133,,4,,,10,5,,,,
g03134,49,,35,35,11,110,112,69,,
g03135,,,,,,,,,,
g03136,,,,,,,,,,
g03137,,,,,11,,,,,
g03138,,,,,,,,,,
g03139,,,,5,,,,,,
g03140,,,,,,,,,,
g03141,,,4,,,,,,,4
g03142,,,,,,,,,,
g03143,,,,,,,,,,
g03144,,,,,,,,,,
g03145,,,,,,,,,,
g03146,,,,,,,,,,
g03147,,,,,,,,,,
g03148,,,,,,,,,,22
g03149,,,,,,,,,,
g03150,,,,,,,,,,
g03151,,,,,,,,,,22
g03152,,,,,,,,,,
g03153,,,,,,,,,,
g03154,,,,,,,,,,
g03155,,,,,,,,,,
g03156,,,,,,,,,,
g03157,,,,,,,,,,
g03158,,,,,,,,,,
g03159,,,,,,,,,,
g03160,,,,,,,,,,4
g03161,,,,,,,,5,,
g03162,,,,,,,,,,
g03163,,,,,,,,,,8
g03164,,,,,,,,,,
g03165,,,4,,,,,,,
g03166,,,,,,,,,,
g03167,,,,20,,,,,,
g03168,,,,,,,,7,,
g03169,,,,,,,,,,
g03170,,,,,,,,,,
g03171,,,,,,,,,,5
g03172,,,,,,,,,,
g03173,,,,,,,,,,
g03174,,,,,,,,,,
g03175,,,,,,,,5,,
g03176,,,,,,,,,,
g03177,,,,,,,,,,
g03178,,,,,,,,,,
g03179,,,,,,,,,,
g03180,,,,,,,,,,
g03181,,,,,,,122,,,
g03182,,,,,,,,,,
g03183,,,,,,,,,,
g03184,,,,,,,,,,
g03185,,,,,,,,,,
g03186,,,,,,,,5,,4
g03187,,34,,,,,,,,
g03188,,,,,,,,,,
g03189,,,,,72,,,,,
g03190,,,,,,,69,,,
g03191,,,,,,,,,,
g03192,,,,,,,,,,4
g03193,,,,,,,,,,
g03194,,,,,,,,,,5
g03195,,,,,,,,,,
g03196,,,,,,,,,,
g03197,,,,,,,,,,
g03198,,,4,,4,22,,,,
g03199,,,4,,4,34,,,,
g03200,,,,,,,,,,
g03201,,,,,,,,,,
g03202,,,,,,5,,,,32
g03203,,,,,,,,,,
g03204,,,,,,,,,,
g03205,,,,,,,,,,
g03206,,,,,,,,,,
g03207,9,,,,,,,,,4
g03208,,,,,,,,,,
g03209,,,,,,,,,,
g03210,,,,,,4,,,,
g03211,,,,,,8,,,,4
g03212,,,,,,,,,,
g03213,,,,,,,,,,
g03214,,,,,,,58,,,
g03215,,,,,,102,,69,,
g03216,,,,,,,,,,
g03217,,,,,46,,,,,
g03218,,,,,,,,,,
g03219,,,,,,,,,,
g03220,,,,,,61,,100,,
g03221,,,,,,,,5,,
g03222,,,,,,,,,,
g03223,,,,,,,,,,
g03224,,,,,,,,,,
g03225,,,,,,,,,,
g03226,,,,,,,,,,
g03227,,,,,4,,,114,,
g03228,,,9,,4,,,46,,
g03229,,,,,,,,,,
g03230,,,,,,,,,,
g03231,,,,,,,,,,
g03232,,,,,,,,,,
g03233,,,,,,,,,,4
g03234,,,,,,,21,,,
g03235,,,,,,,,5,,
g03236,,,,,,,,,,
g03237,,,,,,,,,,4
g03238,,,,,,,,,,
g03239,,,,,,,,,,
g03240,,,,,,,,,,
g03241,,,,,,,,,,
g03242,,,,,,,,,,
g03243,,,,,,,,,,
g03244,,,,,,,,,,
g03245,22,,,,,,,,,
g03246,,,,,,,,,,
g03247,,,,,,,,,,
g03248,,,,,,35,,,,
g03249,,,,,,,,5,,
g03250,,,,,,,,,,
g03251,,,,,,,,,,
g03252,,,,,,,,,,
g03253,,,4,,,,,,,
g03254,,,,,,,,,,
g03255,,,,,,,,,,
g03256,,,,,,,,21,,
g03257,,,,,,,,,,
g03258,,,,,,,,8,,
g03259,,,,,,,,5,,
g03260,,,,,,,,5,,
g03261,,,,,,9,,,,
g03262,,,,,,,,,,
g03263,,,,,,,,,,
g03264,,,,,,,,,,
g03265,,,,,,,44,,,
g03266,,,,,,,,,,
g03267,,,,,,,,,,
g03268,,,,,,,,,,
g03269,,,,,5,,,,,
g03270,,,,,,,,,,
g03271,,,35,,,,,,,
g03272,4,,,,,,,8,,
g03273,,,,,,,,,,
g03274,,,,,,,,,,
g03275,,,,,,,,,,
g03276,,,,,,,,,,
g03277,,,,,,,,,,
g03278,,,,,,,,,,8
g03279,,,,,,,,,,
g03280,,,,,,,,,,
g03281,,,,,,,,,,
g03282,,,,,,,,,,
g03283,,,,,,,,,,
g03284,,,,,,,,,,
g03285,,,34,,,,,,,
g03286,,,,,,,,,,4
g03287,4,,,,,,,20,,
g03288,,,,,,,,,,
g03289,,,,,,,,,,
g03290,,,,,,,,,,
g03291,,,,,,,,80,,
g03292,,,,,,,,,,
g03293,,,,,,,,5,,
g03294,,,,,,,,,,
g03295,,,,,,,,,,
g03296,,,,,,,,,,
g03297,,,,,,,,,,
g03298,,,,,,,,5,,
g03299,,,,,,,,,,5
g03300,,,,,,,,,,
g03301,,,,,,,,,,
g03302,,,,,,58,,,,
g03303,,,,,,,,,,
g03304,,,,,,,,,,5
g03305,,,,,,,,,,
g03306,,,,,,63,54,,,
g03307,,,,,,,,,,
g03308,,,,,,,,,,
g03309,,,,,,,,,,
g03310,,,,,,,,,,
g03311,,,,,,,,,,
g03312,,,,,,,,,,
g03313,,,59,22,,,,49,,
g03314,,,,,,,,,,
g03315,,,,,,,,,,
g03316,,,,,,,,,,
g03317,,,,,,,,,,4
g03318,,,,,5,,35,,,
g03319,,,,,,,,,,
g03320,,,,21,4,,,,,
g03321,,,,,20,,,,,
g03322,,,,,,,,,,
g03323,,,,,,,,,,
g03324,,,,,,,,,,
g03325,,,,,,,,,,
g03326,,,,,,,,,,
g03327,,,,,,,,,,
g03328,,,,,,,,,,
g03329,,,,,,,,36,,
g03330,,,,,,,49,,,
g03331,,,,,,,,,,
g03332,,,,,,,,,,
g03333,,,,,,,,,,
g03334,,,,,,,,,,
g03335,,,,,,,,,,
g03336,,,,,,,,,,
g03337,,,130,,,,35,4,,
g03338,,,,,,,,,,
g03339,,,4,,,,,,,
g03340,,,,,,,,,,
g03341,,,,,,,,,,
g03342,,,,,,,,,,
g03343,,,,,,,,8,,
g03344,,,,,,,,,,
g03345,,,,,,,,,,
g03346,,,,,,,,,,
g03347,,,,,,,,4,,4
g03348,,,,,,,,,,4
g03349,,,,,,,,,,
g03350,,,,,,,,,,
g03351,,,,,,,,,,
g03352,,,,,,,,,,
g03353,,,,,,,,,,
g03354,,,,,,,,,,
g03355,21,,,,,,,,,
g03356,,9,,,,,,,,
g03357,,,,,,,,,,
g03358,,,,,,,,,,
g03359,,,4,,,,,,,
g03360,,,,,,,,,,
g03361,,,,,,,,,,
g03362,,,,,,,,,,
g03363,,,4,,,,,,,
g03364,,,,,,,22,,,
g03365,,,,,,,,,,
g03366,,,,,,,,,,9
g03367,,,,,,,,34,,
g03368,,,,,87,,,34,,
g03369,,,,,,,,,,
g03370,,,,,,,,,,
g03371,,,,,,,,,,
g03372,,117,,,,35,,,,
g03373,,,,,,,,,,
g03374,,,,,,,,,,
g03375,,,,,,,,,,
g03376,,,,,,,,,,
g03377,,,,,,,,,,
g03378,,,,,,,,,,
g03379,,,,,,,,,,
g03380,,,,,,,,,,4
g03381,,,,,,,,,,
g03382,,,4,,,,,,,
g03383,,,,,8,,,,,
g03384,,,,,,,,,,
g03385,,,,,,,,,,
g03386,,,5,,,,,9,,
g03387,,,,35,21,101,,23,,
g03388,,,,,,,,,,
g03389,,,,,,,,,,
g03390,,,,,,,,,,
g03391,,,,,,,,,,
g03392,,,,,,,,,,
g03393,,,,,,,,,,
g03394,,,5,,,,,,,
g03395,,,,,,,,22,,
g03396,,,,,,,,,,
g03397,,,,,,,,,,4
g03398,,,,,,,,,,
g03399,,,,,,,,,,
g03400,,5,,9,,,,,,
g03401,,,,,,,,,,4
g03402,,,,,,,,,,
g03403,,,,,,,,,,
g03404,,,,,,,,,,
g03405,,,,,,,,,,
g03406,,,,,,,,,,
g03407,,,,,,,,,,
g03408,,,,,,,,,,
g03409,,,,,,,,4,,
g03410,4,,,,4,,,35,,
g03411,,,,,,,,,,
g03412,,,,,,,,,,
g03413,,,,,9,49,,4,,
g03414,,,,,,,,,,
g03415,,,,,,,,,,4
g03416,,,,,,,,,,
g03417,,,,,,,,,,
g03418,,,,,,,,,,
g03419,,,,,,,,,,
